initial_condition_seed,phase,target_removed_fraction,actual_removed_fraction,location,radius,pre_mass,control_valid,final_mass,final_mass_ratio,mass_ratio_to_control,motion_ratio_to_control,aligned_similarity_to_control,final_occupied_fraction,mass_recovery_time_steps,shape_recovery_time_steps,functional_recovery_time_steps,functionally_recovered,shape_recovered,survived,extinction_step
10011,180,0.05,0.05000003054738045,center,1.3871873521339613,71.31175231933594,True,0.0,0.0,0.0,0.0,0.0,0.0,,,,False,False,False,40
10011,180,0.05,0.04999992623925209,leading,1.207097404033255,71.31175231933594,True,0.0,0.0,0.0,0.0,0.0,0.0,,,,False,False,False,60
10011,180,0.05,0.04999992623925209,trailing,1.7482123076349663,71.31175231933594,True,71.13482666015625,0.9975189831489849,0.9986895912154411,0.999336779919974,0.9856750469959914,0.0107421875,20.0,0.0,50.0,True,True,True,
10011,180,0.1,0.1000000610947609,center,1.639790017099531,71.31175231933594,True,0.0,0.0,0.0,0.0,0.0,0.0,,,,False,False,False,30
10011,180,0.1,0.1000000610947609,leading,1.8961763152622153,71.31175231933594,True,0.0,0.0,0.0,0.0,0.0,0.0,,,,False,False,False,50
10011,180,0.1,0.1000000610947609,trailing,2.481496684322856,71.31175231933594,True,71.3144760131836,1.0000381941792071,1.0012117585891545,0.9997442433836753,0.9866414116702452,0.0106201171875,30.0,20.0,50.0,True,True,True,
10011,180,0.15,0.15000003576278687,center,1.9266177538923137,71.31175231933594,True,0.0,0.0,0.0,0.0,0.0,0.0,,,,False,False,False,20
10011,180,0.15,0.15000003576278687,leading,2.2357950242082505,71.31175231933594,True,0.0,0.0,0.0,0.0,0.0,0.0,,,,False,False,False,20
10011,180,0.15,0.15000003576278687,trailing,3.1601397780843627,71.31175231933594,True,0.0,0.0,0.0,0.0,0.0,0.0,,,,False,False,False,20
10011,180,0.2,0.2000000774860382,center,2.4076886303223852,71.31175231933594,True,0.0,0.0,0.0,0.0,0.0,0.0,,,,False,False,False,10
10011,180,0.2,0.2000000774860382,leading,2.775879064410829,71.31175231933594,True,0.0,0.0,0.0,0.0,0.0,0.0,,,,False,False,False,20
10011,180,0.2,0.20000001788139343,trailing,3.4368362968280564,71.31175231933594,True,0.0,0.0,0.0,0.0,0.0,0.0,,,,False,False,False,20
10011,180,0.25,0.2500000596046448,center,2.6909294063818847,71.31175231933594,True,0.0,0.0,0.0,0.0,0.0,0.0,,,,False,False,False,10
10011,180,0.25,0.2500000596046448,leading,3.0121516283624628,71.31175231933594,True,0.0,0.0,0.0,0.0,0.0,0.0,,,,False,False,False,10
10011,180,0.25,0.2500000596046448,trailing,3.95480737254301,71.31175231933594,True,0.0,0.0,0.0,0.0,0.0,0.0,,,,False,False,False,10
10012,260,0.05,0.049999989569187164,center,1.4238588434268968,71.14183044433594,True,0.0,0.0,0.0,0.0,0.0,0.0,,,,False,False,False,40
10012,260,0.05,0.05000009760260582,leading,1.2843316516302086,71.14183044433594,True,0.0,0.0,0.0,0.0,0.0,0.0,,,,False,False,False,40
